% Model:              HY_100_sweep_SiN_Nist.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 7 2024, 21:04
% Table:              Table 2 - Global Evaluation 1
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
22                                                1.9256149220963108-3.030080548567101E-16i         -2.2611113518203643E-9-1.4369353189787772E7i      1.9256149220963108                                3.560480498812351E14
22                                                1.9447681512963688                                -1.451227871032797E7i                             1.9447681512963688                                3.560480498812351E14
23                                                1.8475862512167291-7.911117077029494E-15i         -5.8273170670303907E-8-1.3609292833988234E7i      1.8475862512167291                                3.514565744431418E14
23                                                1.8910317060570936-2.700454257681672E-16i         -1.989150587875268E-9-1.3929311407864802E7i       1.8910317060570936                                3.514565744431418E14
23                                                1.9073601072478625                                -1.4049586168065943E7i                            1.9073601072478625                                3.514565744431418E14
23                                                1.9226630747957811                                -1.4162307599312518E7i                            1.9226630747957811                                3.514565744431418E14
23                                                1.9424534624977114                                -1.4308083300639782E7i                            1.9424534624977114                                3.514565744431418E14
24                                                1.8427045462126008-6.447958735865579E-15i         -4.6890879155660724E-8-1.340052561369912E7i       1.8427045462126008                                3.4698201157407406E14
24                                                1.8872668951228588                                -1.3724592159910165E7i                            1.8872668951228588                                3.4698201157407406E14
24                                                1.9041139455589033                                -1.3847107367976217E7i                            1.9041139455589033                                3.4698201157407406E14
24                                                1.9197091223137062+2.635697404325784E-16i         1.9167332413230483E-9-1.3960518693726964E7i       1.9197091223137062                                3.4698201157407406E14
24                                                1.9401472732117917                                -1.410914912130656E7i                             1.9401472732117917                                3.4698201157407406E14
25                                                1.8377923526858242-4.2146305390188246E-15i        -3.0264348203375374E-8-1.3196788466334369E7i      1.8377923526858242                                3.4261995199999994E14
25                                                1.883488552479281                                 -1.3524922970490014E7i                            1.883488552479281                                 3.4261995199999994E14
25                                                1.9008617872431088                                -1.3649676402954318E7i                            1.9008617872431088                                3.4261995199999994E14
25                                                1.9167517115512265                                -1.3763778504605701E7i                            1.9167517115512265                                3.4261995199999994E14
25                                                1.9378481671618986                                -1.3915267578807462E7i                            1.9378481671618986                                3.4261995199999994E14
26                                                1.832848311421766+3.499040844087087E-11i          2.4813907472674083E-4-1.2997884402499044E7i       1.832848311421766                                 3.383662054176072E14
26                                                1.87969555312046+1.239791736803628E-14i           8.792145851746293E-8-1.3330107766746365E7i        1.87969555312046                                  3.383662054176072E14
26                                                1.8976023991474673                                -1.3457096516018169E7i                            1.8976023991474673                                3.383662054176072E14
26                                                1.9137897223089766+4.769124645731758E-16i         3.3820873478746986E-9-1.3571891043163726E7i       1.9137897223089766                                3.383662054176072E14
26                                                1.935554950209316                                 -1.3726242013988588E7i                            1.935554950209316                                 3.383662054176072E14
27                                                1.8278728550916963+1.722341117888095E-11i         1.2064424086806844E-4-1.2803638647162259E7i       1.8278728550916963                                3.3421678706800444E14
27                                                1.8758885121721387+6.361793766644876E-15i         4.45622398237344E-8-1.3139972282705635E7i         1.8758885121721387                                3.3421678706800444E14
27                                                1.8943362890366213                                -1.3269192796133779E7i                            1.8943362890366213                                3.3421678706800444E14
27                                                1.9108237501766883                                -1.3384681952865064E7i                            1.9108237501766883                                3.3421678706800444E14
27                                                1.9332681406556425                                -1.3541897409371158E7i                            1.9332681406556425                                3.3421678706800444E14
28                                                1.8228651132064322+6.666469659270481E-12i         4.6130687460227735E-5-1.2613875876948135E7i       1.8228651132064322                                3.301679052863436E14
28                                                1.8720667798559856+2.907934840467798E-15i         2.0122349629804934E-8-1.295434194410807E7i        1.8720667798559856                                3.301679052863436E14
28                                                1.8910626975843159+2.9772759162591307E-16i        2.0602176533545162E-9-1.308579004010701E7i        1.8910626975843159                                3.301679052863436E14
28                                                1.9078531429412247+2.1939169852591232E-16i        1.5181483443779574E-9-1.3201976691613102E7i       1.9078531429412247                                3.301679052863436E14
28                                                1.9309870106669893                                -1.3362058605481781E7i                            1.9309870106669893                                3.301679052863436E14
29                                                1.8178238027140246+1.7252828437174135E-12i        1.1795725586914326E-5-1.242842634195221E7i        1.8178238027140246                                3.2621594994559306E14
29                                                1.8682293176476603-4.675540076863529E-16i         -3.1966577490835944E-9-1.2773047877133757E7i      1.8682293176476603                                3.2621594994559306E14
29                                                1.8877804654491825                                -1.2906718698249122E7i                            1.8877804654491825                                3.2621594994559306E14
29                                                1.9048768652777461                                -1.3023606454732798E7i                            1.9048768652777461                                3.2621594994559306E14
29                                                1.9287104401281123                                -1.3186556147134742E7i                            1.9287104401281123                                3.2621594994559306E14
30                                                1.8127476392881616+1.03154832569875E-12i          6.969257294275363E-6-1.2247128314838555E7i        1.8127476392881616                                3.2235748172043006E14
30                                                1.8643750978761118-1.2953672570772673E-15i        -8.751647867816566E-9-1.2595929271017943E7i       1.8643750978761118                                3.2235748172043006E14
30                                                1.8844884328151181                                -1.2731817239369713E7i                            1.8844884328151181                                3.2235748172043006E14
30                                                1.901893892754063                                 -1.2849410497598832E7i                            1.901893892754063                                 3.2235748172043006E14
30                                                1.9264373096334895                                -1.3015228601173881E7i                            1.9264373096334895                                3.2235748172043006E14
