% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 21:16
% Table:              Table 4 - 20240708NEWREDO
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
36                                                1.4841046762989782                                -1.295125652283091E7i                             1.4841046762989782                                4.163784138888888E14
36                                                1.4841534556415148                                -1.295168220289802E7i                             1.4841534556415148                                4.163784138888888E14
36                                                1.484983064876584                                 -1.2958921909226475E7i                            1.484983064876584                                 4.163784138888888E14
36                                                1.4850484025155068                                -1.2959492087688817E7i                            1.4850484025155068                                4.163784138888888E14
37                                                1.4823212670849597                                -1.2802335678169133E7i                            1.4823212670849597                                4.120858529209622E14
37                                                1.483795196746696                                 -1.2815065538230216E7i                            1.483795196746696                                 4.120858529209622E14
37                                                1.483845282837628                                 -1.281549811581185E7i                             1.483845282837628                                 4.120858529209622E14
37                                                1.4846918241035663                                -1.2822809422539085E7i                            1.4846918241035663                                4.120858529209622E14
37                                                1.4847589866127224                                -1.282338948369472E7i                             1.4847589866127224                                4.120858529209622E14
38                                                1.4819847198939333                                -1.2668822608846553E7i                            1.4819847198939333                                4.078808952380952E14
38                                                1.4834889564612814                                -1.268168165251796E7i                             1.4834889564612814                                4.078808952380952E14
38                                                1.4835403659987079                                -1.268212112959307E7i                             1.4835403659987079                                4.078808952380952E14
38                                                1.4844040044310187                                -1.2689503987155806E7i                            1.4844040044310187                                4.078808952380952E14
38                                                1.4844730190157844                                -1.2690093961883672E7i                            1.4844730190157844                                4.078808952380952E14
39                                                1.4816509517973198                                -1.2538030290507162E7i                            1.4816509517973198                                4.037608861952861E14
39                                                1.4831857993298356                                -1.25510184810325E7i                              1.4831857993298356                                4.037608861952861E14
39                                                1.4832385502139127                                -1.2551464869692128E7i                            1.4832385502139127                                4.037608861952861E14
39                                                1.4841194496255683                                -1.2558919218837472E7i                            1.4841194496255683                                4.037608861952861E14
39                                                1.4841903447955567                                -1.2559519148117501E7i                            1.4841903447955567                                4.037608861952861E14
40                                                1.4813207205137293                                -1.2409883448470056E7i                            1.4813207205137293                                3.997232773333333E14
40                                                1.4828864833048043                                -1.2423000752154605E7i                            1.4828864833048043                                3.997232773333333E14
40                                                1.4829405921506653                                -1.2423454053361675E7i                            1.4829405921506653                                3.997232773333333E14
40                                                1.4838389169154989                                -1.2430979841312978E7i                            1.4838389169154989                                3.997232773333333E14
40                                                1.483911719977037                                 -1.2431589754815077E7i                            1.483911719977037                                 3.997232773333333E14
41                                                1.4809930894400678                                -1.2284295735451268E7i                            1.4809930894400678                                3.957656211221122E14
41                                                1.4825900721086547                                -1.2297542122301545E7i                            1.4825900721086547                                3.957656211221122E14
41                                                1.4826455559358058                                -1.2298002340344505E7i                            1.4826455559358058                                3.957656211221122E14
41                                                1.4835614703364963                                -1.2305599515136654E7i                            1.4835614703364963                                3.957656211221122E14
41                                                1.4836362091092419                                -1.2306219445907336E7i                            1.4836362091092419                                3.957656211221122E14
42                                                1.4806680265326038                                -1.2161191619765032E7i                            1.4806680265326038                                3.918855660130719E14
42                                                1.4822965333856284                                -1.2174567058106948E7i                            1.4822965333856284                                3.918855660130719E14
42                                                1.4823534093529214                                -1.2175034198292604E7i                            1.4823534093529214                                3.918855660130719E14
42                                                1.4832870773183466                                -1.2182702706582988E7i                            1.4832870773183466                                3.918855660130719E14
42                                                1.4833637798577881                                -1.2183332688633762E7i                            1.4833637798577881                                3.918855660130719E14
43                                                1.4803466875610487                                -1.2040508164162524E7i                            1.4803466875610487                                3.8808085177993525E14
43                                                1.4820070218601373                                -1.2054012614742512E7i                            1.4820070218601373                                3.8808085177993525E14
43                                                1.482065306680354                                 -1.205448667859496E7i                             1.482065306680354                                 3.8808085177993525E14
43                                                1.483016891601961                                 -1.2062226464223407E7i                            1.483016891601961                                 3.8808085177993525E14
43                                                1.4830955855944479                                -1.2062866527572736E7i                            1.4830955855944479                                3.8808085177993525E14
44                                                1.480028017551011                                 -1.1922167043705951E7i                            1.480028017551011                                 3.843493051282051E14
44                                                1.4817204836634164                                -1.1935800477308983E7i                            1.4817204836634164                                3.843493051282051E14
44                                                1.4817801937973996                                -1.1936281464278897E7i                            1.4817801937973996                                3.843493051282051E14
44                                                1.4827498597076514                                -1.1944092477868855E7i                            1.4827498597076514                                3.843493051282051E14
44                                                1.4828305726957238                                -1.194474265051085E7i                             1.4828305726957238                                3.843493051282051E14
45                                                1.4797129712558852                                -1.180610895217527E7i                             1.4797129712558852                                3.806888355555555E14
45                                                1.4814378716945398                                -1.1819871325626068E7i                            1.4814378716945398                                3.806888355555555E14
45                                                1.4814990241841042                                -1.1820359239815183E7i                            1.4814990241841042                                3.806888355555555E14
