% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 31 2024, 12:24
% Table:              Table 3 - All_Compacted
% height_substrate (nm)                           ratio                                             height_waveguide (nm)                             daddy                                             Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
500                                               4                                                 1499.9999999999998                                1                                                 1.477631914862855                                 1.477631914862855                                 314.4                                             2.9530009977372542E7
500                                               4                                                 1499.9999999999998                                1                                                 1.47868750767461                                  1.47868750767461                                  314.4                                             2.9551105668355953E7
500                                               4                                                 1499.9999999999998                                1                                                 1.47876841703011                                  1.47876841703011                                  314.4                                             2.955272261642749E7
500                                               4                                                 1499.9999999999998                                1                                                 1.47935928764379                                  1.47935928764379                                  314.4                                             2.95645309801626E7
500                                               4                                                 1499.9999999999998                                1                                                 1.4794501621408334                                1.4794501621408334                                314.4                                             2.9566347078459736E7
500                                               4                                                 1499.9999999999998                                2                                                 1.4750768322131387-2.767482330440404E-16i         1.4750768322131387                                318.8                                             2.9072086195491217E7
500                                               4                                                 1499.9999999999998                                2                                                 1.476162616623574                                 1.476162616623574                                 318.8                                             2.90934857709442E7
500                                               4                                                 1499.9999999999998                                2                                                 1.4762469785669219                                1.4762469785669219                                318.8                                             2.9095148448870577E7
500                                               4                                                 1499.9999999999998                                2                                                 1.476854134985746                                 1.476854134985746                                 318.8                                             2.9107114811135057E7
500                                               4                                                 1499.9999999999998                                2                                                 1.4769488964832234                                1.4769488964832234                                318.8                                             2.9108982452441942E7
500                                               4                                                 1499.9999999999998                                3                                                 1.4730261667407256                                1.4730261667407256                                323.19999999999993                                2.8636436782043297E7
500                                               4                                                 1499.9999999999998                                3                                                 1.4741422230614094                                1.4741422230614094                                323.19999999999993                                2.8658133529184714E7
500                                               4                                                 1499.9999999999998                                3                                                 1.4742301061350547                                1.4742301061350547                                323.19999999999993                                2.865984202434894E7
500                                               4                                                 1499.9999999999998                                3                                                 1.4748535598141268                                1.4748535598141268                                323.19999999999993                                2.8671962305896133E7
500                                               4                                                 1499.9999999999998                                3                                                 1.474952285609905                                 1.474952285609905                                 323.19999999999993                                2.8673881589526933E7
500                                               4                                                 1499.9999999999998                                4                                                 1.471379339813232+2.121492411955447E-16i          1.471379339813232                                 327.6                                             2.8220235192924593E7
500                                               4                                                 1499.9999999999998                                4                                                 1.4725257922908845                                1.4725257922908845                                327.6                                             2.8242223512103368E7
500                                               4                                                 1499.9999999999998                                4                                                 1.4726172690936936                                1.4726172690936936                                327.6                                             2.824397798616734E7
500                                               4                                                 1499.9999999999998                                4                                                 1.4732570556501778                                1.4732570556501778                                327.6                                             2.825624873553069E7
500                                               4                                                 1499.9999999999998                                4                                                 1.4733598276444342                                1.4733598276444342                                327.6                                             2.8258219845067624E7
