% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 31 2024, 15:36
% Table:              Table 4 - All_Compacted
% height_substrate (nm)                           ratio                                             height_waveguide (nm)                             daddy                                             Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
749.9999999999999                                 6                                                 1499.9999999999998                                1                                                 1.479156193939849+2.3448535202169425E-16i         1.479156193939849                                 314.4                                             2.9560472216242168E7
749.9999999999999                                 6                                                 1499.9999999999998                                1                                                 1.4795966571730677                                1.4795966571730677                                314.4                                             2.9569274735692907E7
749.9999999999999                                 6                                                 1499.9999999999998                                1                                                 1.4796599654004658                                1.4796599654004658                                314.4                                             2.9570539930744473E7
749.9999999999999                                 6                                                 1499.9999999999998                                1                                                 1.4798963509159833                                1.4798963509159833                                314.4                                             2.9575264021068674E7
749.9999999999999                                 6                                                 1499.9999999999998                                1                                                 1.4799623183814719                                1.4799623183814719                                314.4                                             2.957658236015872E7
749.9999999999999                                 6                                                 1499.9999999999998                                2                                                 1.4766454435408078                                1.4766454435408078                                318.8                                             2.910300174017969E7
749.9999999999999                                 6                                                 1499.9999999999998                                2                                                 1.4770981302700512                                1.4770981302700512                                318.8                                             2.9111923680599824E7
749.9999999999999                                 6                                                 1499.9999999999998                                2                                                 1.4771641584654447                                1.4771641584654447                                318.8                                             2.911322502121198E7
749.9999999999999                                 6                                                 1499.9999999999998                                2                                                 1.4774066755812993                                1.4774066755812993                                318.8                                             2.911800475765827E7
749.9999999999999                                 6                                                 1499.9999999999998                                2                                                 1.4774754792028693                                1.4774754792028693                                318.8                                             2.9119360798762817E7
749.9999999999999                                 6                                                 1499.9999999999998                                3                                                 1.4746392913898254                                1.4746392913898254                                323.19999999999993                                2.8667796810180284E7
749.9999999999999                                 6                                                 1499.9999999999998                                3                                                 1.4751042125599316                                1.4751042125599316                                323.19999999999993                                2.867683513278241E7
749.9999999999999                                 6                                                 1499.9999999999998                                3                                                 1.4751730150307574                                1.4751730150307574                                323.19999999999993                                2.8678172690560225E7
749.9999999999999                                 6                                                 1499.9999999999998                                3                                                 1.475421646175142                                 1.475421646175142                                 323.19999999999993                                2.8683006216405846E7
749.9999999999999                                 6                                                 1499.9999999999998                                3                                                 1.4754933426041674                                1.4754933426041674                                323.19999999999993                                2.868440003431869E7
749.9999999999999                                 6                                                 1499.9999999999998                                4                                                 1.4730372204247069                                1.4730372204247069                                327.6                                             2.825203241850175E7
749.9999999999999                                 6                                                 1499.9999999999998                                4                                                 1.473514405208572                                 1.473514405208572                                 327.6                                             2.826118455654446E7
749.9999999999999                                 6                                                 1499.9999999999998                                4                                                 1.4735860395289542                                1.4735860395289542                                327.6                                             2.826255846286105E7
749.9999999999999                                 6                                                 1499.9999999999998                                4                                                 1.4738407766150408                                1.4738407766150408                                327.6                                             2.8267444178112857E7
749.9999999999999                                 6                                                 1499.9999999999998                                4                                                 1.4739154259165919                                1.4739154259165919                                327.6                                             2.8268875910086904E7
749.9999999999999                                 6                                                 1499.9999999999998                                5                                                 1.4717579752087748                                1.4717579752087748                                331.99999999999994                                2.78533978480607E7
749.9999999999999                                 6                                                 1499.9999999999998                                5                                                 1.472247468166145                                 1.472247468166145                                 331.99999999999994                                2.786266162805382E7
749.9999999999999                                 6                                                 1499.9999999999998                                5                                                 1.4723219947814483                                1.4723219947814483                                331.99999999999994                                2.7864072063398E7
749.9999999999999                                 6                                                 1499.9999999999998                                5                                                 1.472582837676806                                 1.472582837676806                                 331.99999999999994                                2.786900858221605E7
749.9999999999999                                 6                                                 1499.9999999999998                                5                                                 1.4726605029175068                                1.4726605029175068                                331.99999999999994                                2.7870478416852348E7
749.9999999999999                                 6                                                 1499.9999999999998                                6                                                 1.4707358497860628+4.542391504509728E-16i         1.4707358497860628                                336.4                                             2.746999370427489E7
749.9999999999999                                 6                                                 1499.9999999999998                                6                                                 1.4712377084154689                                1.4712377084154689                                336.4                                             2.7479367279680848E7
749.9999999999999                                 6                                                 1499.9999999999998                                6                                                 1.4713151903136001                                1.4713151903136001                                336.4                                             2.748081446494812E7
749.9999999999999                                 6                                                 1499.9999999999998                                6                                                 1.4715821455162066                                1.4715821455162066                                336.4                                             2.748580057971237E7
749.9999999999999                                 6                                                 1499.9999999999998                                6                                                 1.4716628924215176                                1.4716628924215176                                336.4                                             2.7487308747872446E7
749.9999999999999                                 6                                                 1499.9999999999998                                7                                                 1.4699177090007651+5.082707545407115E-16i         1.4699177090007651                                340.8                                             2.710025044588229E7
749.9999999999999                                 6                                                 1499.9999999999998                                7                                                 1.4704320016407022                                1.4704320016407022                                340.8                                             2.7109732241536174E7
749.9999999999999                                 6                                                 1499.9999999999998                                7                                                 1.470512504077857                                 1.470512504077857                                 340.8                                             2.7111216430885714E7
749.9999999999999                                 6                                                 1499.9999999999998                                7                                                 1.4707855835777406                                1.4707855835777406                                340.8                                             2.711625108200473E7
749.9999999999999                                 6                                                 1499.9999999999998                                7                                                 1.4708694802459013                                1.4708694802459013                                340.8                                             2.7117797849354226E7
749.9999999999999                                 6                                                 1499.9999999999998                                8                                                 1.4692605935402125+2.841693837748575E-16i         1.4692605935402125                                345.19999999999993                                2.6742863771001805E7
749.9999999999999                                 6                                                 1499.9999999999998                                8                                                 1.4697873975765061                                1.4697873975765061                                345.19999999999993                                2.6752452436646655E7
749.9999999999999                                 6                                                 1499.9999999999998                                8                                                 1.4698709878474014                                1.4698709878474014                                345.19999999999993                                2.6753973911623225E7
749.9999999999999                                 6                                                 1499.9999999999998                                8                                                 1.470150208152434                                 1.470150208152434                                 345.19999999999993                                2.675905616225488E7
749.9999999999999                                 6                                                 1499.9999999999998                                8                                                 1.470237324814724                                 1.470237324814724                                 345.19999999999993                                2.6760641823125422E7
749.9999999999999                                 6                                                 1499.9999999999998                                9                                                 1.4687297906362036                                1.4687297906362036                                349.6                                             2.6396743251551323E7
749.9999999999999                                 6                                                 1499.9999999999998                                9                                                 1.4692691909751958                                1.4692691909751958                                349.6                                             2.6406437623074904E7
749.9999999999999                                 6                                                 1499.9999999999998                                9                                                 1.469355938219802                                 1.469355938219802                                 349.6                                             2.6407996687756676E7
749.9999999999999                                 6                                                 1499.9999999999998                                9                                                 1.4696413195249274                                1.4696413195249274                                349.6                                             2.641312570269749E7
749.9999999999999                                 6                                                 1499.9999999999998                                9                                                 1.4697317283439564                                1.4697317283439564                                349.6                                             2.641475057501832E7
749.9999999999999                                 6                                                 1499.9999999999998                                10                                                1.4682972770889036                                1.4682972770889036                                354                                               2.6060971406714104E7
749.9999999999999                                 6                                                 1499.9999999999998                                10                                                1.4688493648598278                                1.4688493648598278                                354                                               2.6070770473862533E7
749.9999999999999                                 6                                                 1499.9999999999998                                10                                                1.468939339900095                                 1.468939339900095                                 354                                               2.6072367450842816E7
749.9999999999999                                 6                                                 1499.9999999999998                                10                                                1.4692309053808594                                1.4692309053808594                                354                                               2.607754247893553E7
749.9999999999999                                 6                                                 1499.9999999999998                                10                                                1.4693246802801148                                1.4693246802801148                                354                                               2.6079206900034916E7
749.9999999999999                                 6                                                 1499.9999999999998                                11                                                1.4679404606384254                                1.4679404606384254                                358.3999999999999                                 2.5734771021478206E7
