% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 29 2024, 21:12
% Table:              Table 1 - Global Evaluation 1
% daddy                                           Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
16                                                1.4670252872284375                                1.4670252872284375                                380.3999999999999                                 2.4231313696042668E7
16                                                1.4670914963238988                                1.4670914963238988                                380.3999999999999                                 2.4232407292298727E7
16                                                1.468012820129373                                 1.468012820129373                                 380.3999999999999                                 2.4247625084616575E7
16                                                1.468097797403139                                 1.468097797403139                                 380.3999999999999                                 2.42490286807206E7
17                                                1.465201366577075                                 1.465201366577075                                 384.8                                             2.3924458676030472E7
17                                                1.4668501763340476                                1.4668501763340476                                384.8                                             2.3951381174053717E7
17                                                1.4669186379373498                                1.4669186379373498                                384.8                                             2.395249904551935E7
17                                                1.4678603544484659                                1.4678603544484659                                384.8                                             2.3967875810971983E7
17                                                1.4679482334931546                                1.4679482334931546                                384.8                                             2.396931073904474E7
18                                                1.4649934277632786                                1.4649934277632786                                389.2                                             2.365062996001256E7
18                                                1.4666792549679515                                1.4666792549679515                                389.2                                             2.3677845696710516E7
18                                                1.4667500171329766                                1.4667500171329766                                389.2                                             2.3678988070286028E7
18                                                1.4677123245555708                                1.4677123245555708                                389.2                                             2.36945234142188E7
18                                                1.4678031678496342                                1.4678031678496342                                389.2                                             2.369598997447192E7
19                                                1.4647857631274637                                1.4647857631274637                                393.59999999999997                                2.3382927807541456E7
19                                                1.466508999186295                                 1.466508999186295                                 393.59999999999997                                2.341043647493386E7
19                                                1.4665821105289996                                1.4665821105289996                                393.59999999999997                                2.3411603578882717E7
19                                                1.467565208420272                                 1.467565208420272                                 393.59999999999997                                2.3427297141448677E7
19                                                1.4676590791957205                                1.4676590791957205                                393.59999999999997                                2.342879563605506E7
20                                                1.464575678547024-1.7662449840346618E-16i         1.464575678547024                                 398                                               2.3121106494219176E7
20                                                1.4663367172579929                                1.4663367172579929                                398                                               2.314890783229489E7
20                                                1.4664122269337803                                1.4664122269337803                                398                                               2.315009989582619E7
20                                                1.4674163158554516                                1.4674163158554516                                398                                               2.3165951344971284E7
20                                                1.4675132780686575                                1.4675132780686575                                398                                               2.316748207751743E7
