% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 31 2024, 15:22
% Table:              Table 2 - All_Compacted
% height_substrate (nm)                           ratio                                             height_waveguide (nm)                             daddy                                             Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
749.9999999999999                                 2                                                 1000                                              1                                                 1.4704858986358575-4.689600861511668E-12i         1.4704858986358575                                314.4                                             2.9387199086270962E7
749.9999999999999                                 2                                                 1000                                              1                                                 1.4723252773433322                                1.4723252773433322                                314.4                                             2.9423958492343303E7
749.9999999999999                                 2                                                 1000                                              1                                                 1.4724189279119118-1.2526318940916914E-15i        1.4724189279119118                                314.4                                             2.9425830069558658E7
749.9999999999999                                 2                                                 1000                                              1                                                 1.4772570155535802                                1.4772570155535802                                314.4                                             2.9522517732360754E7
749.9999999999999                                 2                                                 1000                                              1                                                 1.4773466006844922                                1.4773466006844922                                314.4                                             2.9524308063080497E7
749.9999999999999                                 2                                                 1000                                              2                                                 1.4677359848455824-5.781877044466748E-12i         1.4677359848455824                                318.8                                             2.8927406445421964E7
749.9999999999999                                 2                                                 1000                                              2                                                 1.469621986926174                                 1.469621986926174                                 318.8                                             2.8964577400760993E7
749.9999999999999                                 2                                                 1000                                              2                                                 1.4697206152416862-1.493313887533264E-15i         1.4697206152416862                                318.8                                             2.8966521252652142E7
749.9999999999999                                 2                                                 1000                                              2                                                 1.4746925927477235                                1.4746925927477235                                318.8                                             2.906451327276996E7
749.9999999999999                                 2                                                 1000                                              2                                                 1.474786046573667                                 1.474786046573667                                 318.8                                             2.9066355141358636E7
749.9999999999999                                 2                                                 1000                                              3                                                 1.4654900262438482-7.177156678542669E-12i         1.4654900262438482                                323.19999999999993                                2.8489930076465264E7
749.9999999999999                                 2                                                 1000                                              3                                                 1.467422529057638                                 1.467422529057638                                 323.19999999999993                                2.852749899133434E7
749.9999999999999                                 2                                                 1000                                              3                                                 1.4675262600327141-1.809586234865953E-15i         1.4675262600327141                                323.19999999999993                                2.852951557839653E7
749.9999999999999                                 2                                                 1000                                              3                                                 1.4726325241603404                                1.4726325241603404                                323.19999999999993                                2.8628784154328704E7
749.9999999999999                                 2                                                 1000                                              3                                                 1.4727299248122254                                1.4727299248122254                                323.19999999999993                                2.8630677676435243E7
749.9999999999999                                 2                                                 1000                                              4                                                 1.4636472013873727-8.964344517522023E-12i         1.4636472013873727                                327.6                                             2.807193708990128E7
749.9999999999999                                 2                                                 1000                                              4                                                 1.4656261413375207                                1.4656261413375207                                327.6                                             2.8109892054548897E7
749.9999999999999                                 2                                                 1000                                              4                                                 1.4657351094539066-2.136509308178722E-15i         1.4657351094539066                                327.6                                             2.8111982002252888E7
749.9999999999999                                 2                                                 1000                                              4                                                 1.4709762267135258                                1.4709762267135258                                327.6                                             2.821250370847647E7
749.9999999999999                                 2                                                 1000                                              4                                                 1.4710776570336463                                1.4710776570336463                                327.6                                             2.8214449085451696E7
749.9999999999999                                 2                                                 1000                                              5                                                 1.4621260033837304-1.100124841637869E-11i         1.4621260033837304                                331.99999999999994                                2.767111030634297E7
749.9999999999999                                 2                                                 1000                                              5                                                 1.4641513640377957                                1.4641513640377957                                331.99999999999994                                2.770944077713623E7
749.9999999999999                                 2                                                 1000                                              5                                                 1.4642657127780798-2.5241369177173617E-15i        1.4642657127780798                                331.99999999999994                                2.7711604856427938E7
749.9999999999999                                 2                                                 1000                                              5                                                 1.469642390191481                                 1.469642390191481                                 331.99999999999994                                2.7813359858010247E7
749.9999999999999                                 2                                                 1000                                              5                                                 1.4697479371757718                                1.4697479371757718                                331.99999999999994                                2.781535736180818E7
749.9999999999999                                 2                                                 1000                                              6                                                 1.4608605194007538-1.3443742200844166E-11i        1.4608605194007538                                336.4                                             2.7285545039647903E7
749.9999999999999                                 2                                                 1000                                              6                                                 1.4629323214138854                                1.4629323214138854                                336.4                                             2.7324241579387184E7
749.9999999999999                                 2                                                 1000                                              6                                                 1.4630522027400301-2.9461646286412254E-15i        1.4630522027400301                                336.4                                             2.732648068933676E7
749.9999999999999                                 2                                                 1000                                              6                                                 1.4685652632534718                                1.4685652632534718                                336.4                                             2.7429452094852958E7
749.9999999999999                                 2                                                 1000                                              6                                                 1.4686750175871104                                1.4686750175871104                                336.4                                             2.7431502055663057E7
749.9999999999999                                 2                                                 1000                                              7                                                 1.459797444911485-1.6368764444971168E-11i         1.459797444911485                                 340.8                                             2.691366742173164E7
749.9999999999999                                 2                                                 1000                                              7                                                 1.4619157374882241                                1.4619157374882241                                340.8                                             2.695272148509571E7
749.9999999999999                                 2                                                 1000                                              7                                                 1.4620413113709334-3.4878652502427235E-15i        1.4620413113709334                                340.8                                             2.6955036637603935E7
749.9999999999999                                 2                                                 1000                                              7                                                 1.4676916732090421                                1.4676916732090421                                340.8                                             2.705920996648144E7
749.9999999999999                                 2                                                 1000                                              7                                                 1.467805728878404                                 1.467805728878404                                 340.8                                             2.706131276256693E7
749.9999999999999                                 2                                                 1000                                              8                                                 1.4588936827691752-1.9865399463529696E-11i        1.4588936827691752                                345.19999999999993                                2.6554169618517958E7
749.9999999999999                                 2                                                 1000                                              8                                                 1.4610585364302449                                1.4610585364302449                                345.19999999999993                                2.6593573374935765E7
749.9999999999999                                 2                                                 1000                                              8                                                 1.4611899704295477-4.051990164322897E-15i         1.4611899704295477                                345.19999999999993                                2.659596568134736E7
749.9999999999999                                 2                                                 1000                                              8                                                 1.4669786297704432                                1.4669786297704432                                345.19999999999993                                2.670132842560861E7
749.9999999999999                                 2                                                 1000                                              8                                                 1.467097083737595                                 1.467097083737595                                 345.19999999999993                                2.6703484474930696E7
749.9999999999999                                 2                                                 1000                                              9                                                 1.4581144088907696-2.404652084466716E-11i         1.4581144088907696                                349.6                                             2.6205958324168563E7
749.9999999999999                                 2                                                 1000                                              9                                                 1.4603259093400731                                1.4603259093400731                                349.6                                             2.6245704511611026E7
749.9999999999999                                 2                                                 1000                                              9                                                 1.4604633782352872-4.725278920361932E-15i         1.4604633782352872                                349.6                                             2.624817517105783E7
749.9999999999999                                 2                                                 1000                                              9                                                 1.4663913946769458                                1.4663913946769458                                349.6                                             2.6354716434807684E7
749.9999999999999                                 2                                                 1000                                              9                                                 1.4665143466055817                                1.4665143466055817                                349.6                                             2.635692618810143E7
749.9999999999999                                 2                                                 1000                                              10                                                1.4574315110726563-2.9053455785104E-11i           1.4574315110726563                                354                                               2.5868113719187167E7
749.9999999999999                                 2                                                 1000                                              10                                                1.459689753987934                                 1.459689753987934                                 354                                               2.590819552343947E7
749.9999999999999                                 2                                                 1000                                              10                                                1.459833439453837-5.550142401254776E-15i          1.459833439453837                                 354                                               2.591074581272822E7
749.9999999999999                                 2                                                 1000                                              10                                                1.4659019238211242                                1.4659019238211242                                354                                               2.6018456015590895E7
749.9999999999999                                 2                                                 1000                                              10                                                1.4660294758448484                                1.4660294758448484                                354                                               2.6020719950623E7
749.9999999999999                                 2                                                 1000                                              11                                                1.456822326838888-3.502114490946855E-11i          1.456822326838888                                 358.3999999999999                                 2.553985669409955E7
749.9999999999999                                 2                                                 1000                                              11                                                1.4591274134352645                                1.4591274134352645                                358.3999999999999                                 2.5580267648993883E7
749.9999999999999                                 2                                                 1000                                              11                                                1.4592775037606434-6.46063810476269E-15i          1.4592775037606434                                358.3999999999999                                 2.558289891385764E7
749.9999999999999                                 2                                                 1000                                              11                                                1.4654876078726682                                1.4654876078726682                                358.3999999999999                                 2.5691769546984676E7
