% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 22:32
% Table:              Table 4 - 20240708NEWREDO
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
26                                                1.4807270635215122                                -1.4424313999165174E7i                            1.4807270635215122                                4.6479450852713175E14
26                                                1.4812707170727313                                -1.4429609930956207E7i                            1.4812707170727313                                4.6479450852713175E14
26                                                1.4813751958856474                                -1.4430627697998418E7i                            1.4813751958856474                                4.6479450852713175E14
26                                                1.486675418563383                                 -1.4482259141802337E7i                            1.486675418563383                                 4.6479450852713175E14
26                                                1.4867233605816441                                -1.4482726162863942E7i                            1.4867233605816441                                4.6479450852713175E14
27                                                1.4801951635996884                                -1.425339540795072E7i                             1.4801951635996884                                4.594520429118774E14
27                                                1.4807585537324157                                -1.4258820518455183E7i                            1.4807585537324157                                4.594520429118774E14
27                                                1.480865945685922                                 -1.425985463882971E7i                             1.480865945685922                                 4.594520429118774E14
27                                                1.4862771562247246                                -1.4311961364579074E7i                            1.4862771562247246                                4.594520429118774E14
27                                                1.4863268688261893                                -1.4312440067241304E7i                            1.4863268688261893                                4.594520429118774E14
28                                                1.4796691325042242                                -1.408641720126925E7i                             1.4796691325042242                                4.5423099696969694E14
28                                                1.480252711376065                                 -1.409197285913763E7i                             1.480252711376065                                 4.5423099696969694E14
28                                                1.4803630515762163                                -1.4093023295386693E7i                            1.4803630515762163                                4.5423099696969694E14
28                                                1.4858860907476041                                -1.414560250534524E7i                             1.4858860907476041                                4.5423099696969694E14
28                                                1.4859376168183616                                -1.4146093032391785E7i                            1.4859376168183616                                4.5423099696969694E14
29                                                1.4791466998819298                                -1.3923225186309084E7i                            1.4791466998819298                                4.491272779026217E14
29                                                1.479750964860967                                 -1.3928913139624335E7i                            1.479750964860967                                 4.491272779026217E14
29                                                1.4798642838582925                                -1.3929979812671557E7i                            1.4798642838582925                                4.491272779026217E14
29                                                1.4854999524007493                                -1.3983028426577322E7i                            1.4854999524007493                                4.491272779026217E14
29                                                1.485553336278094                                 -1.3983530929639153E7i                            1.485553336278094                                 4.491272779026217E14
30                                                1.4786288820413371                                -1.3763702616908899E7i                            1.4786288820413371                                4.441369748148148E14
30                                                1.4792543239414733                                -1.3769524494475462E7i                            1.4792543239414733                                4.441369748148148E14
30                                                1.4793706526751311                                -1.3770607331497865E7i                            1.4793706526751311                                4.441369748148148E14
30                                                1.4851197485763095                                -1.3824122346158383E7i                            1.4851197485763095                                4.441369748148148E14
30                                                1.4851750347975776                                -1.3824636973674178E7i                            1.4851750347975776                                4.441369748148148E14
31                                                1.4781162102518328                                -1.3607733413272217E7i                            1.4781162102518328                                4.392563487179487E14
31                                                1.478763322349239                                 -1.3613690812865652E7i                            1.478763322349239                                 4.392563487179487E14
31                                                1.4788826912483137                                -1.3614789738745214E7i                            1.4788826912483137                                4.392563487179487E14
31                                                1.4847460028027353                                -1.366876816073812E7i                             1.4847460028027353                                4.392563487179487E14
31                                                1.4848032363167292                                -1.3669295060040984E7i                            1.4848032363167292                                4.392563487179487E14
32                                                1.4776074598277302                                -1.3455190552708035E7i                            1.4776074598277302                                4.3448182318840575E14
32                                                1.4782767529795573                                -1.3461285180096088E7i                            1.4782767529795573                                4.3448182318840575E14
32                                                1.478399190596642                                 -1.346240010507683E7i                             1.478399190596642                                 4.3448182318840575E14
32                                                1.4843774885553749                                -1.3516838878839515E7i                            1.4843774885553749                                4.3448182318840575E14
32                                                1.484436715097935                                 -1.3517378199625034E7i                            1.484436715097935                                 4.3448182318840575E14
33                                                1.4771030592390124                                -1.3305967367742768E7i                            1.4771030592390124                                4.298099756272401E14
33                                                1.4777950437004868                                -1.3312200868246183E7i                            1.4777950437004868                                4.298099756272401E14
33                                                1.4779205783788993                                -1.3313331703582304E7i                            1.4779205783788993                                4.298099756272401E14
33                                                1.484014627082235                                 -1.336822781436945E7i                             1.484014627082235                                 4.298099756272401E14
33                                                1.4840758927240982                                -1.336877970452112E7i                             1.4840758927240982                                4.298099756272401E14
34                                                1.4766029660001112                                -1.3159957532637868E7i                            1.4766029660001112                                4.252375290780142E14
34                                                1.4773181628395933                                -1.3166331595437264E7i                            1.4773181628395933                                4.252375290780142E14
34                                                1.4774468215511019                                -1.3167478242991578E7i                            1.4774468215511019                                4.252375290780142E14
34                                                1.4836573699449582                                -1.3222828635073572E7i                            1.4836573699449582                                4.252375290780142E14
34                                                1.4837207213611616                                -1.3223393243140917E7i                            1.4837207213611616                                4.252375290780142E14
35                                                1.4761058657290356                                -1.3017047982302146E7i                            1.4761058657290356                                4.207613445614035E14
35                                                1.47684482342279                                  -1.3023564484932357E7i                            1.47684482342279                                  4.207613445614035E14
35                                                1.4769766301658778                                -1.3024726823446821E7i                            1.4769766301658778                                4.207613445614035E14
35                                                1.4833044012168854                                -1.3080528308492279E7i                            1.4833044012168854                                4.207613445614035E14
35                                                1.483369886092309                                 -1.308110578723909E7i                             1.483369886092309                                 4.207613445614035E14
36                                                1.4756129159204696                                -1.2877151933883222E7i                            1.4756129159204696                                4.163784138888888E14
